msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
YJJ80w1MQMl92fLUKOkg++2Hw5ibfz6jOMTBdvRBKew=,39,30,149,149,1,2016-08-31,2016-10-12,0
LS40wde4y8OR10IK7RsPQYs4YsdLYRGP0rsGySw0wtQ=,29,30,180,180,0,2017-02-10,2017-03-12,0
PEEB7cEXcA8i2X/9613g0spr9Fiywzt0JngFvEvtVuE=,41,30,129,129,1,2016-07-12,2016-08-13,0
8nVH2bjq/0zLp5463xxEh0lHOVZMK7/+zFz/U8ocoPQ=,41,30,149,149,1,2016-08-02,2016-09-02,0
Ba/JTop/89GAUVUroKoxQZugoH7ha6vDMZujYa34SDk=,41,30,149,0,1,2015-11-21,2015-12-21,0
HaAMGf17XrMBw4PI7yOaU+Q81fXf3ZhZ+WoCVR7/CtM=,40,30,149,149,1,2015-07-26,2015-08-26,0
NJwt1R4lmEttZ1k1lY8gRKNfUxJlrxuF5mmAx71PNo0=,41,30,100,100,1,2015-03-18,2015-04-18,0
P8LBw5aFIC+3vCkDAEvX7o7UBkRxpnYUatDSePoxLgM=,41,30,99,99,1,2016-08-04,2016-09-04,0
A2t6ORjYBOjQtbmVRuuKpFpOfpNXu9GuL+zVJ+jt+As=,41,30,99,99,1,2016-01-20,2016-02-20,0
vdclCB1HhjXzw08OseBZP+bFRXZUdyophUxNANQvlDI=,39,30,149,149,1,2015-09-30,2015-11-26,0
TeK35cchva4E6Dbv9OX9OxCVNYmrLmgb8+G792J6q9U=,39,30,149,149,1,2016-10-31,2016-12-10,0
Tm3TQxv9Jz1V6Db352osT2Kh5+ZlcPr/Q+4MBbENmcs=,41,30,149,149,1,2016-01-10,2016-02-10,0
3YLvf7r0jDN0cS+wWFMKe/EUlS3z1SOoy8SurXLrrpo=,41,30,149,149,1,2016-05-01,2016-06-01,0
Mffa2buZLnsy7zapNouI9wT6lxxF64Rb84J7TQW2QrE=,41,30,99,99,1,2016-07-18,2016-08-18,0
hemF3o0f+FJ0kAcR5VQSMRsel9jVwVjbXwIG3SLXV1c=,37,30,149,149,1,2016-08-05,2016-09-04,0
8sNLTzJjclStJW4V0MTqW0Q0A0rURFtmAXzyppO0Kpg=,38,30,149,149,0,2017-01-24,2017-03-12,0
HUhlyohf1olWQuVaMaxqHzwQOMoUB9Gr4pG+Hc+fZbk=,38,195,894,894,0,2016-09-01,2017-03-15,0
XSS7EbzagEA8FN7hi2IDotQVCWWfL0iJMa42PO7KHZk=,40,31,149,149,1,2015-02-17,2015-03-16,0
giICVY3BWt73T2vbfrOrMsyNygPzLu5Fu60KkHX6vXU=,37,30,149,149,1,2016-08-12,2016-09-12,0
ePTAzdCmiOa7vg4+I0Pdau2SOjQQrmWEpL6wI5pwTTg=,39,30,149,149,1,2017-01-31,2017-03-10,0
Hg5U/gzspPJ2zIPl1wObw6jaOE6IpPeR7bgn+Zx0Cu8=,41,30,149,149,1,2015-03-01,2016-07-21,0
ki2477B+44Y5c2m5JBwkLlw6P1quZHq89Esjw5UVDN0=,40,30,149,149,1,2016-02-11,2016-03-10,0
SLHAQdLYW6UaON7dJhT3TTOkNw10p2tug/7uSnD7AH0=,36,30,180,180,0,2017-01-25,2017-02-24,0
xDdNp65JYgYhw0J3MWVmc3o+WXBJrUUZTptR/O4Sa3Q=,41,30,99,99,1,2017-01-21,2017-02-21,0
Ba/JTop/89GAUVUroKoxQZugoH7ha6vDMZujYa34SDk=,41,30,149,0,1,2015-11-27,2015-11-27,1
kMVzQTa6Q2gbqK66wLRMqZxzf8Ra4TwJPYWXJe2HBDU=,41,30,99,99,1,2016-01-04,2016-02-03,0
jUu1XfSemhM+hHQen+6FhRfWZM5cAS4XFJMMldE+BkU=,41,30,99,99,1,2016-02-19,2016-03-19,0
6sx+OZYZrxBZ5bJ/kMMzJ8PNTAKth7L4k3gDgtWrQvY=,41,30,99,99,1,2016-07-14,2016-08-14,0
ZUnuYYvi1pOTOsfL7LKbeQhIny0i36rINcTSOK8OpEY=,41,30,99,99,1,2016-07-03,2016-08-03,0
Cy3Ww6AiFGe/Fjid5fgrvT1sTuH7WgixaRa1VPHjBbI=,41,30,99,99,1,2017-01-17,2017-02-17,0
8qw37WUCQaE1AXvzHYQpYfIgYRvV363mrmi4ZEIWJwI=,41,30,149,119,1,2015-01-25,2015-02-25,0
PjUKtAH3CVqO4GhQjiEqHAhX+uNIZzcqCILfrf72UvY=,41,30,99,99,1,2016-11-03,2016-12-03,0
QWGz3qJjuJc3IIBa0m5RYqL9vvr+ZVvqXtiTA+Ro7sA=,40,30,149,149,1,2015-11-21,2015-12-20,0
aY7xQ3JZintC6/UB8wG44a1AeC+xV7wCP9Y00Xa/YK8=,41,30,149,149,1,2015-12-12,2016-01-12,0
/mYnRada3St+1Ty2Fpq9RuNiwBaThWrKkgmnIkabEG0=,41,30,99,99,1,2016-02-03,2016-03-03,0
lpfpt9zVzqBDQTJqTfbvZ7DHIUxU65Q8Zh2fIHJG4iw=,37,30,149,149,1,2015-10-22,2015-10-21,1
8QY2nr+6mY6WOcLrh1JoHJNs9+RnEPnJKvLdCaq6RzU=,41,30,129,129,1,2016-10-13,2016-11-14,0
HUhlyohf1olWQuVaMaxqHzwQOMoUB9Gr4pG+Hc+fZbk=,38,30,149,149,0,2015-02-22,2015-03-24,0
Iv7dccRYY+WJN1FzQ2mKyj8P6ppp10Q3wljNZLOxatA=,36,30,180,180,1,2016-12-20,2017-01-19,0
7gGyrCsgDqn/NcE+TNwKXtxeThoHWcjzfhLhAirfyBQ=,41,30,99,99,1,2016-03-31,2016-04-30,0
3eP2nks4FBBP2HxTnCu7zIqM2b2KeaLPSx6IeKo8IYg=,38,30,149,149,0,2016-08-04,2016-09-03,0
q1noTxQHBQI7Z5il215GxUVzKdH3pMWgHt+iaAldOdY=,41,30,99,99,1,2015-12-04,2016-01-04,0
k/Rlga2/KpCh79mI6vnwQL3BreGNGlfl9Fi5uwoQfzU=,41,30,99,99,1,2016-08-31,2016-09-30,0
uk4uB5Sh1Fjhdjj01njmBUyi45ZFjHch2jOtBCVUhFQ=,41,30,99,99,1,2016-08-31,2016-09-30,0
LtZ29H3wQmYAmD68zecb6qz5z6W9Ai7liwiWDw4/eDo=,39,30,149,149,1,2016-08-31,2016-10-18,0
OMUKMH4LNeakpcz+JumP0i2n/76qSkJpadLUuu2SqLA=,35,7,0,0,0,2016-11-16,2016-11-23,0
jad9f0yH04Sv7QgKu1//tYU2DhYDrSY/2Xp0NVCsNhQ=,41,30,99,99,1,2016-04-25,2016-05-25,0
4Ut61QmH51oyEA9bNyGQ5qACfz7FjS+3xpyv4qeiTSU=,41,30,149,149,1,2015-01-03,2015-02-03,0
vadIJLGSKt/l6zRVTJZRP1g7bk4HFiKN1YMzAL6EONo=,37,31,149,149,1,2015-02-01,2015-03-01,0
3qC8G5MLOAGUYMm80PT/elGlDxAqZixkHe4MOGK5Yh8=,35,7,0,0,0,2016-11-18,2016-11-25,0
swZbnasjzGr9dNwh3v7uYMrO4ICHEUcGsXUUYENFoxU=,37,30,149,149,1,2015-09-18,2015-10-17,0
eEpNTbcL4Wqxm3xNC51SqgLJMywwVKCJ/9iHc7cvz8M=,41,30,149,149,1,2015-04-22,2015-05-22,0
iKKPfBz0o+5kCpVr8wCrGPqNkWvpbTOGPcv/s5+0/jM=,39,30,149,149,1,2015-08-31,2015-10-10,0
1lDCHq6vEQnRbv+iqo803zdWZ9OdiZmWzXmLo+9WgA8=,41,30,99,99,1,2016-07-13,2016-08-13,0
5dZjVx8Jhh9XgTLGlLSrqRUZ0T+xa/w2WkmhQ7H0sjE=,41,30,149,149,1,2015-09-23,2015-10-23,0
IRV74b9ZiNV5ag2SIPcluf3RVupBUOwmaNEuy6zSQfg=,39,30,149,149,1,2015-05-31,2015-07-09,0
reXJN1K67Tz3NX+HGk7QaZh6ksfkjAQrs3saXSo/9GU=,41,30,99,99,1,2016-05-20,2016-06-20,0
ELaGCmX59yynOD5cDOzmRvX8M9m51r5hMojGLrOWDPU=,34,30,149,149,1,2017-01-31,2017-02-28,0
3h3i6bc5fiija0DrBonAtYJdzvvw1FrQLb4OV9w8Ee0=,38,30,149,149,0,2016-08-26,2016-09-25,0
/37j2e0Gr9Pwbg3K2U9Zeqymu9dyiv554vRR9qpM7jw=,37,30,149,149,1,2016-04-14,2016-05-13,0
fcx57RRtW/hvTUtSKEeSJZOXXWtzCqWUUeS5ifWGS6o=,41,30,99,99,1,2016-02-16,2016-03-16,0
LzOUNjtTcWZdIXyP73bmNCxO5JVeNnRG5BjXjxBRzlY=,41,30,99,99,1,2016-03-25,2016-04-25,0
YVcsnANyE2GTSs6cOPx9j0rMU7qlMLE1WFzIfMEWj9g=,41,30,149,149,1,2017-02-28,2017-03-31,0
CQZ4SB7FfvyECZwYmdniOrJkCQYNTKTMKQmDq5VfA8k=,38,30,149,149,0,2016-09-02,2016-10-02,0
6BVHWB1A/hS1cT6GMgY5gFHzbwh321Uy6Ttz9C/kXxk=,40,30,149,149,1,2015-09-28,2015-10-31,0
8gwWw6+vc2PgFmyPcHvMgufsisHc341Uhw2DmsxZfwU=,39,30,149,149,1,2015-05-31,2015-07-08,0
Rp/euamBIeP0X9zeIMn6bcBnNxf3N5cX0ZBy1QUfOS4=,35,7,0,0,0,2015-06-08,2015-06-15,0
/UxzKh20Y7VK25A/Oxr1plX/+4A8nYXbZdpLC64LGVg=,41,30,129,129,1,2016-05-20,2016-06-22,0
pKDUFGdm5XKhNCJbOL4sVdhxSpOy9SX56a5uQMoIV/I=,34,30,149,149,1,2017-01-31,2017-02-28,0
eSF9wjzOWPoRBvHliMIYX7k7Fl3hIaOt/fbEY14D+70=,39,30,149,149,1,2015-08-31,2015-10-20,0
NJwt1R4lmEttZ1k1lY8gRKNfUxJlrxuF5mmAx71PNo0=,41,30,100,100,1,2015-10-18,2015-11-18,0
UkngnzskbOy4m8Eia8NdPDIXOZa+yi1kswrJg2dOWAs=,41,30,99,99,1,2016-12-25,2017-01-25,0
nHG6aK8IvTKqnLwGouFrb0Wuq09vzNbKthEIn+Kuq4A=,41,30,99,99,1,2016-10-09,2016-11-09,0
2jqkMhD+0jE9EAAeM92Agmv9X2EsyUpvfgJTSQIzmTs=,41,30,99,99,1,2016-12-27,2017-01-27,0
kVQX55N/qmM6odhprDWAv3OtGZ1vT525hvjUffJ5CRM=,34,0,0,149,1,2015-10-31,2015-11-30,0
ukeuAlw/yINUI62KOoOt7cSsVVmPcV0zkM8pa2kA7LI=,32,410,1788,1788,0,2015-08-24,2016-10-07,0
8e22VWqFm8+vvRN3CIgwPobONIvRwPje72KAYo7V8zw=,20,100,480,480,0,2015-12-21,2016-04-01,0
iSYQdaJxoqYMC7XuEi7rppcgOIDdHchU9BESujqiH8w=,40,30,149,149,1,2015-12-28,2016-01-27,0
z27yYSqRzlri+ybFz3/w3+uOTLUmQvqeTihMCBPszOc=,30,30,149,0,1,2016-01-02,2016-02-01,0
oMqLvsrhhs34y215AVucWkDlmwG+ZbKa1INQRVnFBJ8=,41,0,0,149,1,2015-04-24,2015-05-24,0
6nK+5IXJFf0dAiL4YYaIvJ6LYstSRWKMRtMNx/2jNYg=,39,30,149,149,1,2016-01-31,2016-03-18,0
kKkaDnMsIe9N9Sg/nv6/vx7qHv9gimhPel3thW13/Bw=,41,30,149,149,1,2016-06-07,2016-07-07,0
lGyZEHg9VU/hPBAGD9qzhcKQx6lYn/4ZBesARGkFYio=,41,30,99,99,1,2016-04-09,2016-05-09,0
LDpVQ2r65SX2gqwGV4RAWiM/9Sqtal0NLiwXK0Vr+1w=,20,100,480,480,0,2016-10-17,2017-01-25,0
HmRP3q73sc9PISBfwioBBeBMEo48SKhdBOQ5DatOk+A=,40,30,149,149,1,2015-07-08,2015-08-07,0
sV3KwNRHgy//PVs9FizvBrD7qbdENgO5EBluooV7UIQ=,40,30,149,149,1,2016-09-03,2016-10-02,0
zC4iaZnv8vbrvqSm2ehBXVegaqeq4nPnLZavJBxFFBA=,32,395,1599,1599,0,2015-09-22,2016-10-24,0
iSYQdaJxoqYMC7XuEi7rppcgOIDdHchU9BESujqiH8w=,40,31,149,149,1,2015-02-28,2015-03-27,0
oe/rHTgNOZ3fWr42rwi8vmgaLwl4KqVa5uy+wbmQ3wc=,27,30,149,149,1,2015-12-15,2016-01-14,0
Des/lIu1QDGqd0jFKwNftqV6wB98vpF5SvCqVYBlzYI=,41,30,99,99,1,2016-04-01,2016-05-01,0
e4GpxOHZKHndqco/WmJ+M4JiilZn32vii0ZjENCXpwc=,41,30,149,149,1,2016-02-09,2016-03-09,0
5fPXqLcScoC93rH/gCPK+5Soj+XdNMXX9S3LhV5dJjM=,41,30,149,119,1,2015-02-05,2015-04-08,0
5k0McwbkgTbTX9OhPLUd3mGZ5lWlgn6QoMKpx7DYhQk=,41,30,99,99,1,2015-12-12,2016-01-12,0
S56B4MFx3RO1eUsgdyCJbN6Dz3SXU3MqrWWio04up+U=,41,30,149,0,1,2016-04-02,2016-05-02,0
RfvZjVX7rTKRpTSpG5wNIp8G2hr7vO5JUnB1Nz2vbGw=,41,30,99,99,1,2016-12-31,2017-01-31,0
HLvxQwGct6M4m4DwZe/5Y1ExVCaeo9FheHs1mjiJPbg=,41,30,99,99,1,2015-12-23,2016-01-23,0
THqh0tz0wK+4DmNMZW/nCV64zGM8qTQPp5l1qnJYhWI=,41,30,149,149,1,2016-09-07,2016-09-07,1
7tEoD9+6v/uhNlUs9y1BlwpMH2Uy8CM4MsmMbFDf6ek=,41,0,0,149,1,2015-05-01,2015-06-02,0
z0BYy3wlYGi8EcKv5xMU0VjJ4nuCeOryZsCu4EYF/t4=,41,30,99,99,1,2016-09-19,2016-10-19,0
OUNrGVniI3V74l0DpNr51Wjt30hjcvDUWH7mZAbK3uw=,41,30,99,99,1,2016-06-05,2016-07-05,0
JdQqrOypsIM2JkpQ0vC5e7TsuMRzBaQXMDV3NN5VSy4=,36,30,180,180,0,2016-08-29,2016-09-28,0
1Fk/xlnycbIuKjr3LebS2lZUzMHWkDUGeYm9PZsTntc=,41,30,99,99,1,2017-02-23,2017-03-23,0
jh1Fz/6WX2NBCjQVcBM4d3Tf8x+ehaJ8Epj/OPYjyKo=,41,30,99,99,1,2016-07-03,2016-08-03,0
AdgYDcc4wEwDmdmldog06LDGwldNJmctXKc8xxbDI4s=,41,30,149,149,1,2016-01-25,2016-02-25,0
/RZkL3+t6KtCzWG/snbqZ0NJFubIqPqoyuiWEOe7w78=,38,30,149,149,0,2016-01-08,2016-02-07,0
Hb+yaHY6ILkLdqvBKRGE+djewcRp+K1vnrzFB+45AkU=,34,30,149,149,1,2016-11-30,2016-12-31,0
FZDZXUmD8PaqmI1fBgCM0/GH+Ja0uh9in5cZ/JIWDsY=,40,30,149,149,1,2016-09-06,2016-10-09,0
BrUvCp/sO3FztfaIA2aanFDUrRhPbPGMiAmj5qP+ABI=,41,30,149,149,1,2016-02-08,2016-03-11,0
3fmGmZVPX5hWY9W+1kpbvSP2V9PrBEsth0wWf6Xsr2U=,41,30,149,149,1,2016-11-18,2016-11-18,1
snvPZZWD3bDprMH7W7ydoCYIlXTUHmoxemguDsKCRUg=,38,30,149,149,0,2016-01-16,2016-02-15,0
S0QXHXblXr7PQa2xKD7BAklQ3MIaRUZbVA1u959dTzk=,39,30,149,149,1,2015-12-02,2016-01-10,0
MtJfaQ24WdmZbsWOa8dngB4OKWgqWaE0ezfnyprS1WQ=,36,30,180,180,1,2017-02-19,2017-03-18,0
9XeLDl2gOE6F4Wu3I04Irdostn6RBOj76yVG9G5Z3UI=,41,30,99,99,1,2017-01-04,2017-02-04,0
yDf0bHIVgQQGMAA885MjRjVtBn9Ws5M55vMJjDpEWmw=,38,30,149,149,0,2016-12-11,2017-01-12,0
jAMXfUbfLDQegiqyLGPcr0KgZhSyzcHrXCKz0CP/ghA=,40,30,149,149,1,2016-05-07,2016-06-06,0
dw9UkgWF7Aq+SLtxcpDmM1FcTCE1HSygZfqG8IpQDXI=,14,30,149,149,1,2015-11-30,2016-01-27,0
k7X1k3lIoas/iRLMqEEo3ywSarr90Knj0wh2P7Vl8ck=,40,31,149,149,1,2015-04-15,2015-05-15,0
qMPqA8U93L99y8NyXSmcPjxH8FI1FqxM/lS9lWApiSc=,41,30,149,149,1,2015-06-17,2015-07-17,0
TU8m+Z5kjWRcGVdYf5GJFLJhNXqGfnAWNELloo6C7/8=,38,30,149,149,0,2015-02-04,2015-03-06,0
anE0rZf6/kj7xV/o2yRyBYBcuzj9+TAmjbaCcdBg/tI=,41,30,99,99,1,2017-01-11,2017-02-11,0
HH9GRwA6OAkWiMP1YVMwVf3AJjSovZlNc4P2qk+wdM8=,38,30,149,149,0,2017-02-13,2017-03-15,0
Azcd5EtIXsjASwnCh5AJey7qaIS0xpREybTipKwe7OM=,41,30,99,99,1,2016-10-04,2016-11-04,0
1ZPWq9AGcsvvqCbNwIXgMhMa3glhVKZy+cJaaVuR6NA=,41,30,149,149,1,2016-10-09,2016-11-09,0
vfXNef54oS3iBydeMZf0/7GXjzdK/S40y1iLf58U4RE=,41,30,99,99,1,2016-11-09,2016-12-09,0
nEjSvXkunFan8Vh0zM16aMytWxVWbnRU+EGPeK0+nfs=,35,7,0,0,0,2016-11-06,2016-11-13,0
6F4t6JdoxQlHBkJgbT+oLmr36DopxyPaUKh4ZdqKNJg=,41,30,99,99,1,2015-11-20,2015-12-20,0
OZ7xe+ACb3/eOdQiuDUVnTppPi3lP7dZycALdCOm2bE=,41,30,149,149,1,2016-12-27,2017-01-27,0
1ojhDfr5sHOUILKW2+GFtX/8khTxAX2RZSsqi7tEd1M=,41,30,99,99,1,2017-01-31,2017-02-28,0
kA7JMc6Q6nAFw1fgcs0hejCw4xXaGUzB/eq+M5n21wQ=,41,30,129,129,1,2015-10-01,2016-11-06,0
8vP/ZhiQsg3E2h49jDuUquswlwwWm3HnQjrgWQg6LJk=,39,31,149,149,1,2015-02-28,2015-04-24,0
rmKxYqGk7W+1pqqtWzd43iDEK9BgJYFZVLFMpsV5ocI=,41,30,99,99,1,2016-07-05,2016-08-05,0
Y8np2AMjYoGN9Usvza7TTQaVIZ48OVPfYaaniU07eAk=,41,30,129,129,1,2016-07-16,2016-08-16,0
pnrm0BKKo5A4qiU2fiU1m4t9oFcP8yjSnUTnrLbSmU4=,35,7,0,0,0,2016-07-11,2016-08-15,0
z4v0SQ6U7eJAa96uai5WcQLbA56ZzSI7zqKOb29luFA=,41,30,99,99,1,2016-10-01,2016-11-01,0
ZGJmiviucIDPgfAJofZC0pVgC0e4hIioEJKDe/jGAZ4=,41,30,149,149,1,2015-10-18,2015-11-18,0
TNNMfSyjAGtheHQv1dTKQ8ADMWt4j+jUr+4oEtvsGcw=,41,30,129,129,1,2016-10-06,2016-11-06,0
K7Ksz2BoGftWPvKOT+moyP1XDj2c+LK81dcZ7FYBD04=,41,30,149,149,1,2015-07-03,2015-08-03,0
EASu+8cVTqshlRu5mnFwBkgqUsQoqGMmL+TspRaaBZo=,41,30,149,149,1,2015-09-23,2015-10-23,0
ax8CRhY8BMRA/ZvT1wI+2N/EdPXiSPGxa9y7bntA1Uc=,40,30,149,149,1,2016-07-04,2016-08-08,0
euLUWIFV8auEUlMT4l11jm3AL4Tg7sadP2v28OaToB4=,41,30,149,149,1,2015-10-19,2015-11-19,0
H7Xn18DdeEo96SESfY148eQaQ4CBrsBYJmclq6DJ0Q0=,41,30,100,100,1,2016-12-31,2017-01-31,0
GrceveUwManmHWFbERGVNAjuY2mfQ4msd7x8vnSFYrQ=,41,30,99,99,1,2016-12-02,2016-12-02,1
bo6lLfE/h2qqHpOjAHv6eeluPNsHurFrkE5sqEh35hQ=,41,30,99,99,1,2016-10-09,2016-11-09,0
Tm3TQxv9Jz1V6Db352osT2Kh5+ZlcPr/Q+4MBbENmcs=,41,30,149,149,1,2015-07-10,2015-08-10,0
R0bysELI4KVJdRi5a3Li97F/k6m3Eia96lFu8mTAAVM=,41,30,149,149,1,2016-05-03,2016-06-03,0
6F4t6JdoxQlHBkJgbT+oLmr36DopxyPaUKh4ZdqKNJg=,41,30,99,99,1,2016-06-20,2016-07-20,0
mhE9bqlQ6PMvq5YRzoylX6A1BsA8G1la5ZFksJFt9kA=,41,0,0,129,1,2015-05-02,2015-06-02,0
0j+LATB6B0/nEr2OfFfYoiLD0LReoeyu0FKzu9Y2+g4=,41,30,99,99,1,2015-11-02,2015-12-02,0
6BVHWB1A/hS1cT6GMgY5gFHzbwh321Uy6Ttz9C/kXxk=,40,30,149,149,1,2016-02-17,2016-03-02,1
+ZGOhh48XZaM5m+IDuLtIIpWJDW5ID+I5xUNOjhuJ8Q=,41,30,149,0,1,2016-01-31,2016-02-29,0
SOCzWRJjxq756CHeUCAtVBWfVX1K9+/BPhT1rYM78dU=,34,30,149,149,1,2017-01-31,2017-02-28,0
HTeLVZthsy5Etf1GTXCBqgh74SrqB/2fabHHP7Ybdao=,39,30,149,149,1,2016-08-31,2016-10-01,0
MIewUdXgyOJeiOWeH3z2L6QMqzrBMnjAbck+aUzFjt8=,30,30,129,129,1,2016-08-12,2016-09-11,0
BdbtlIroDmY9zdwVH0xAtsTbQ2Lqf5EitOKvQcPfJOs=,41,30,99,99,1,2015-11-04,2015-12-04,0
3eP2nks4FBBP2HxTnCu7zIqM2b2KeaLPSx6IeKo8IYg=,38,7,35,35,0,2015-08-23,2015-08-30,0
Z264DUDTuHwEa7ZxQemgX8r7OzH/mueJTa42+ysSWx4=,41,30,149,149,1,2016-07-31,2016-09-01,0
C4h8GYllWE3jkdpXrjSm7bYMQJJ69KHmRLjISAjQ2PY=,36,30,180,180,1,2016-07-14,2016-08-13,0
5fPXqLcScoC93rH/gCPK+5Soj+XdNMXX9S3LhV5dJjM=,41,30,149,149,1,2015-06-08,2016-01-05,0
gv2qTUJ9EBGixsmbpC7um8aolB0zWddyobwOYetsfF0=,34,0,0,149,1,2015-10-31,2015-11-30,0
ZIuvMqPBzHxpyPP70WDRA1gU/eHD+mrFc0zoC3fhVTY=,41,30,129,129,1,2016-04-03,2016-05-03,0
a6omfbPlZcFH8RnIyPajGlBE8h7gu5os87NpC7+uuKQ=,41,30,149,0,1,2016-05-07,2016-06-07,0
HnPf/yaXItyYi7ifIttHOurdOm1Fgc41IxQZN1+Lynk=,41,30,149,149,1,2015-09-07,2015-10-07,0
HFiFAUIvzcTtIMYSRzICogb5QQlPZW7jQLbISZnjPGI=,39,30,149,149,1,2017-01-31,2017-03-17,0
SRLGkG5eRpClRyZPJ1dQkejxvbilhzXXdV03sEqXAes=,41,30,99,99,1,2016-09-25,2016-10-25,0
/UxzKh20Y7VK25A/Oxr1plX/+4A8nYXbZdpLC64LGVg=,41,30,129,129,1,2016-11-20,2016-12-22,0
ABk6KF1V4hXGPHN4VDgkC68D8WnwgcwZo6cCfc1nkVY=,41,30,99,99,1,2016-10-12,2016-11-12,0
z9+kupLhvigIDTbkjCLZTn4lzu5eJAVlpMzKkwUm39U=,41,30,149,149,1,2016-06-20,2016-07-20,0
Ic8AjCTnUOMu1DEx6Cyq0yv8FDctJpoxUdIVYTqQthw=,35,7,0,0,0,2015-12-29,2016-01-12,0
XOjMfDRyD0Gn0z01okabxVHd7dD3iUbaRAR42AOc8sk=,32,90,298,298,0,2016-08-20,2016-11-21,0
sEiTd5oABzJ261yTTdwnPSApIC8JOlv/Z8dTTbWNjq8=,33,30,149,149,1,2016-06-30,2016-08-12,0
/+16gD7Bbuo0kby8LW2pVaBMlPQH/HVJzhMElcU+N0M=,41,30,149,149,1,2017-01-20,2017-02-20,0
oBuD2NlWdhO/fZ1tt/hsyYHJoO0D5v4g/p2bFBdlhQs=,39,0,0,149,1,2015-05-06,2015-06-28,1
uzLN/3dYvvXESR82PpONMRUVa7D+DEJfLEl0GsBZqdU=,34,30,149,149,1,2016-05-31,2016-06-30,0
T1WVn1j7cZQcmJJecbNCXgy0GkvZb8C9cP9j770u72I=,38,30,149,149,0,2015-12-08,2016-01-07,0
/Yix+B9FEKVzbCmpcVZsCPjd6a56UVC6IHdl6NfHL7M=,41,30,149,149,1,2015-03-14,2015-04-14,0
u+89ZK2rCHPXFPRGDugks3UJezRq7f1dLMGy7KMONw4=,31,30,149,149,1,2017-01-31,2017-02-28,0
xgTbTgo2iv6lgybrZ4+InIlg+FoZzTv9tQ6+VB5Rzs0=,41,30,99,99,1,2017-01-31,2017-02-28,0
Ra/rgwOvN1ruYh1JRWL3/pncdRRP7ROukyxZb4vRXJg=,41,30,99,99,1,2016-11-15,2016-12-15,0
uZmvbrw/HKYNLkxYe8G1oMUNjEUfrcvFaDZbudyCN3U=,41,30,99,99,1,2017-01-22,2017-02-22,0
K/E5bnWqOJakwT7y4YIOQL5UKfQzZIk5uQmUc4tAM9Q=,41,30,99,99,1,2015-12-23,2016-01-23,0
280mI1PgaAOYK2G9IaEZ2xnk2iyzkKNoYUB8zrt7Rgw=,41,30,149,149,1,2015-02-11,2015-03-11,0
G31HOa8ndmrX61umIRG/7hBxLqWrjV+olek6FecwSDc=,41,30,99,99,1,2015-08-17,2015-09-17,0
NZQuE4+wfQvBNHDvnIcRTPAAbdmZTxTgrZePhB/+auQ=,38,30,149,149,0,2016-09-08,2016-10-08,0
D/GJLxWsGwnpBYsKny1y8q59OP9/UYODYUmmTGIxcCw=,41,30,149,149,1,2015-03-03,2015-03-02,1
o+LpjU0WTgWHCyTQQMDWdPoEm1/A/01Yw4IfBzvpTHo=,41,30,149,149,1,2017-01-31,2017-02-28,0
ry7VXZwrpOiMCcodMVUfh+GNMAA3oo+QBxZkyi5Z4Zs=,40,30,149,149,1,2016-01-28,2016-03-02,0
APfGaO1ZaBqD/66WlP10f9QACTQzLdpuA8D0p8s36ug=,33,0,0,149,1,2015-09-30,2015-10-31,0
YT4waFTxE65fYPITOGmLLdRB0byXX0zOpvTTpWT4NrE=,41,30,149,149,1,2015-05-18,2015-06-18,0
hobT6RHxBZ7QbZ/yQJiHyrjYpBO4T5r5OjNgjwUvYIA=,41,30,99,99,1,2016-01-05,2016-02-05,0
0XP1jU8zIa7IYjkW0DjEutAGBwsQ5jeU07BZAJ8WR2Y=,30,30,149,149,1,2016-10-09,2016-11-08,0
4WzVVQPmfLy+gcwdL5eI/NyI3Afo3FnMKZmbjwdUsYI=,41,30,99,99,1,2017-01-16,2017-02-16,0
2jMC2VES20O4WnKF/XVuU15cJtfpoXVCCyqfNLEMu5s=,32,195,894,894,0,2015-11-04,2016-05-17,0
/wgjpaFFtbYaEB5r3s/uBog1iE2CxOIHMV3kgbA5DQI=,40,30,149,149,1,2016-04-05,2016-05-04,0
khYtQf35mr5R11oMzRcJYD9s/6Run18eRnH5Yc6vc4c=,38,30,149,149,0,2016-05-01,2016-05-31,0
MtJfaQ24WdmZbsWOa8dngB4OKWgqWaE0ezfnyprS1WQ=,39,30,149,149,1,2015-09-30,2015-11-15,0
YnA66JYN0Eeb0eJSa+uJ7Kk44auelkoZtAUZqnlozMY=,41,30,149,149,1,2015-05-31,2015-06-30,0
3+cWY/R/1nhQATR1shs77NwS7pF8t3eeRY/92lVppx8=,41,30,149,149,1,2016-07-14,2016-08-14,0
udrhrWJSliOAgomUIKVzd30iuNhYGU9mTD0uiV0ronU=,37,31,149,149,1,2015-04-01,2015-04-01,1
c9ChHvR3TzWo5OBeN8xhazkKbATIfU+YrC2v5AXe8Zc=,31,30,149,149,1,2016-06-30,2016-07-31,0
MG+qIsZhfaWcm/gS5/AJvStLMrhYNRDGISpITOSFlqk=,41,30,99,99,1,2016-02-01,2016-03-01,0
